,rate,votes,approx_cost(for two people),clusters
11599,3.9,303,300,1
11600,4.3,1588,550,3
11601,4.6,277,400,1
11602,4.1,200,300,1
11603,4.1,1962,600,3
11604,4.0,88,400,1
11605,3.4,411,750,1
11606,4.2,426,250,1
11607,3.7,477,450,1
11608,4.4,3766,600,3
11609,4.2,556,400,1
11610,3.8,1076,500,1
11611,3.1,382,600,1
11612,4.2,467,400,1
11613,3.9,65,700,1
11614,3.9,89,400,1
11615,4.1,130,150,1
11616,3.9,490,750,1
11617,3.9,783,300,1
11618,4.0,317,250,1
11619,3.7,646,400,1
11620,3.4,355,350,1
11621,4.2,848,300,1
11622,4.2,1076,400,1
11623,3.9,297,400,1
11624,4.1,314,650,1
11625,3.8,348,300,1
11626,3.9,421,800,1
11627,3.9,189,600,1
11628,3.9,148,200,1
11629,4.2,592,550,1
11630,3.9,325,500,1
11631,4.3,891,500,1
11632,4.1,360,400,1
11633,2.8,213,300,1
11634,4.2,703,450,1
11635,4.0,357,650,1
11636,3.9,57,300,1
11637,4.1,71,400,1
11638,3.6,144,150,1
11639,4.1,2726,800,3
11640,3.4,137,500,1
11641,3.9,260,500,1
11642,4.3,283,150,1
11643,4.0,326,200,1
11644,4.1,192,750,1
11645,4.1,382,250,1
11646,4.1,130,350,1
11647,3.8,884,500,1
11648,3.8,99,350,1
11649,3.9,124,600,1
11650,3.8,510,500,1
11651,3.7,382,600,1
11652,3.4,47,200,1
11653,4.1,1128,650,1
11654,3.9,52,300,1
11655,4.0,65,300,1
11656,3.9,183,300,1
11657,3.1,332,500,1
11658,4.3,338,800,1
11659,2.9,67,500,1
11660,3.9,499,300,1
11661,3.1,53,100,1
11662,3.9,468,750,1
11663,3.9,101,600,1
11664,4.0,457,500,1
11665,4.2,105,300,1
11666,4.1,414,300,1
11667,4.0,269,300,1
11668,4.1,511,500,1
11669,4.0,182,600,1
11670,4.1,889,800,1
11671,4.0,114,400,1
11672,3.9,47,400,1
11673,4.3,653,250,1
11674,3.9,99,200,1
11675,3.9,191,300,1
11676,4.6,119,300,1
11677,2.8,152,700,1
11678,4.1,93,700,1
11679,4.3,548,1000,0
11680,3.6,218,400,1
11681,3.6,176,400,1
11682,3.8,99,500,1
11683,4.0,52,450,1
11684,3.5,47,300,1
11685,4.0,85,400,1
11686,4.4,798,700,1
11687,4.3,723,400,1
11688,4.2,701,450,1
11689,3.9,369,550,1
11690,4.8,187,400,1
11691,3.6,218,600,1
11692,4.1,93,600,1
11693,3.9,462,600,1
11694,3.9,232,400,1
11695,4.3,190,400,1
11696,3.6,95,300,1
11697,4.4,537,600,1
11698,4.0,402,450,1
11699,3.9,150,300,1
11700,3.0,39,450,1
11701,3.9,45,300,1
11702,3.7,186,400,1
11703,4.2,1701,650,3
11704,3.7,118,400,1
11705,4.5,341,300,1
11706,4.4,1804,1000,3
11707,4.2,530,450,1
11708,4.3,245,600,1
11709,3.8,140,200,1
11710,3.9,488,700,1
11711,4.1,191,300,1
11712,3.3,292,600,1
11713,4.2,493,800,1
11714,3.7,59,600,1
11715,4.1,163,400,1
11716,4.5,804,800,1
11717,3.5,221,400,1
11718,3.7,130,1200,0
11719,4.1,86,700,1
11720,4.4,204,800,1
11721,4.1,613,500,1
11722,3.0,64,200,1
11723,3.7,328,500,1
11724,4.5,2611,500,3
11725,4.1,1061,1200,0
11726,4.1,1115,750,0
11727,4.2,55,400,1
11728,3.8,53,350,1
11729,4.0,36,300,1
11730,4.6,1026,550,1
11731,4.1,441,750,1
11732,3.9,163,300,1
11733,3.8,66,800,1
11734,4.1,205,250,1
11735,4.6,4686,1500,3
11736,4.0,958,500,1
11737,4.2,53,400,1
11738,3.8,77,350,1
11739,3.2,64,250,1
11740,3.7,197,400,1
11741,3.5,235,400,1
11742,3.9,106,600,1
11743,4.0,71,200,1
11744,3.5,117,600,1
11745,4.2,872,800,1
11746,2.9,321,1000,1
11747,4.3,3455,600,3
11748,4.0,1208,650,1
11749,4.2,174,600,1
11750,4.2,821,1000,0
11751,3.4,277,250,1
11752,4.0,138,750,1
11753,4.0,168,400,1
11754,3.3,394,400,1
11755,3.9,113,600,1
11756,3.9,106,150,1
11757,4.2,1542,800,0
11758,3.1,89,350,1
11759,4.1,95,600,1
11760,3.9,462,600,1
11761,4.0,186,500,1
11762,3.2,166,600,1
11763,3.8,80,800,1
11764,3.9,171,300,1
11765,4.1,61,450,1
11766,4.2,1023,500,1
11767,4.3,279,450,1
11768,4.1,321,600,1
11769,4.2,289,400,1
11770,3.7,34,400,1
11771,4.3,480,450,1
11772,3.9,717,1000,0
11773,4.2,533,600,1
11774,3.9,74,900,1
11775,4.1,138,1200,0
11776,4.3,219,300,1
11777,4.4,1224,800,0
11778,4.0,779,750,1
11779,3.9,151,400,1
11780,3.1,266,550,1
11781,3.7,439,550,1
11782,3.7,215,200,1
11783,3.9,138,300,1
11784,3.6,42,600,1
11785,4.1,221,600,1
11786,3.9,374,750,1
11787,4.0,229,500,1
11788,3.9,97,500,1
11789,3.9,554,600,1
11790,4.0,567,400,1
11791,4.2,71,400,1
11792,3.7,85,350,1
11793,4.0,76,500,1
11794,4.2,310,600,1
11795,4.3,342,450,1
11796,3.7,91,400,1
11797,4.0,67,400,1
11798,3.9,88,250,1
11799,4.2,325,800,1
11800,4.0,76,300,1
11801,4.5,255,1300,0
11802,3.9,69,150,1
11803,4.0,85,500,1
11804,3.8,38,600,1
11805,4.2,600,900,1
11806,3.9,688,500,1
11807,4.2,62,200,1
11808,4.0,164,500,1
11809,4.5,717,1500,0
11810,3.2,49,300,1
11811,4.2,50,500,1
11812,3.9,110,200,1
11813,3.5,177,500,1
11814,3.6,90,500,1
11815,4.0,131,230,1
11816,4.1,187,400,1
11817,4.0,205,500,1
11818,3.9,77,300,1
11819,3.9,122,250,1
11820,4.4,679,1500,0
11821,4.0,165,300,1
11822,3.7,259,750,1
11823,3.8,63,300,1
11824,3.4,95,200,1
11825,3.5,59,700,1
11826,4.4,946,900,0
11827,4.1,41,400,1
11828,4.5,3944,1600,3
11829,4.0,188,300,1
11830,3.4,34,900,1
11831,4.1,270,500,1
11832,3.8,212,200,1
11833,3.9,660,500,1
11834,4.0,463,500,1
11835,3.2,909,600,1
11836,4.1,1785,1200,3
11837,3.8,257,300,1
11838,3.8,206,600,1
11839,3.8,209,400,1
11840,3.6,207,500,1
11841,4.1,724,700,1
11842,4.0,63,150,1
11843,3.9,59,300,1
11844,2.4,438,1000,1
11845,3.8,214,700,1
11846,4.1,121,200,1
11847,2.8,261,700,1
11848,4.3,324,180,1
11849,4.1,673,450,1
11850,3.9,61,400,1
11851,3.6,108,40,1
11852,3.7,60,200,1
11853,3.9,237,200,1
11854,4.1,62,600,1
11855,4.2,344,700,1
11856,3.7,310,600,1
11857,3.8,265,650,1
11858,3.5,888,650,1
11859,3.6,74,700,1
11860,3.9,97,1000,1
11861,3.9,55,300,1
11862,3.9,206,600,1
11863,4.2,971,200,1
11864,3.9,45,550,1
11865,4.2,1149,1800,0
11866,3.8,191,250,1
11867,3.7,483,800,1
11868,4.1,723,950,0
11869,4.3,294,850,1
11870,4.0,515,750,1
11871,3.9,93,250,1
11872,4.5,1880,900,3
11873,3.9,1160,650,1
11874,3.9,603,1000,0
11875,4.4,385,1500,0
11876,4.2,1910,1500,3
11877,4.2,166,300,1
11878,3.9,1139,500,1
11879,3.8,615,600,1
11880,4.0,76,300,1
11881,3.6,69,250,1
11882,4.4,191,1000,1
11883,4.2,1739,1400,3
11884,3.8,174,400,1
11885,4.3,2569,1200,3
11886,4.1,778,800,1
11887,4.0,575,600,1
11888,4.1,734,1200,0
11889,4.1,778,700,1
11890,3.9,1247,1400,0
11891,3.6,97,300,1
11892,4.4,344,1000,1
11893,3.8,153,500,1
11894,4.1,65,700,1
11895,4.3,65,250,1
11896,3.9,393,750,1
11897,3.9,668,800,1
11898,4.4,149,350,1
11899,4.4,467,800,1
11900,3.2,68,400,1
11901,3.8,64,500,1
11902,3.8,41,200,1
11903,4.2,106,300,1
11904,4.2,115,400,1
11905,3.9,34,300,1
11906,4.3,81,650,1
11907,4.4,457,1500,0
11908,3.8,63,350,1
11909,4.3,1101,700,1
11910,4.2,1175,1300,0
11911,4.2,1621,1500,0
11912,3.8,473,500,1
11913,3.7,100,700,1
11914,3.8,76,500,1
11915,4.1,464,500,1
11916,4.2,1063,800,0
11917,4.1,132,650,1
11918,2.8,137,300,1
11919,4.2,872,600,1
11920,4.2,2714,1000,3
11921,4.0,197,500,1
11922,3.7,127,300,1
11923,3.7,92,350,1
11924,3.7,829,850,1
11925,3.9,203,300,1
11926,4.0,391,1300,0
11927,2.8,137,500,1
11928,2.8,414,700,1
11929,4.0,540,600,1
11930,2.9,330,600,1
11931,4.0,1386,1100,0
11932,3.6,192,450,1
11933,3.6,74,600,1
11934,3.2,51,600,1
11935,4.4,7227,600,2
11936,3.8,149,600,1
11937,4.1,1850,600,3
11938,3.7,70,250,1
11939,3.8,503,700,1
11940,4.2,294,800,1
11941,3.9,331,600,1
11942,4.0,188,400,1
11943,3.7,69,400,1
11944,2.9,95,700,1
11945,3.9,356,450,1
11946,4.5,217,1200,0
11947,3.9,337,500,1
11948,4.0,100,150,1
11949,3.9,455,1000,1
11950,4.3,1804,900,3
11951,3.9,214,600,1
11952,3.9,79,800,1
11953,4.1,56,500,1
11954,4.1,1340,800,0
11955,4.2,168,700,1
11956,3.8,331,350,1
11957,4.1,3007,1000,3
11958,4.2,1368,1400,0
11959,3.8,44,400,1
11960,4.4,102,700,1
11961,4.0,235,800,1
11962,3.9,187,400,1
11963,4.0,150,1100,1
11964,2.8,102,350,1
11965,3.5,33,250,1
11966,3.9,213,400,1
11967,4.0,70,400,1
11968,3.9,119,900,1
11969,4.0,457,650,1
11970,4.0,61,400,1
11971,3.7,180,400,1
11972,4.1,57,200,1
11973,3.9,1189,500,1
11974,4.3,376,700,1
11975,3.8,94,600,1
11976,3.5,323,500,1
11977,4.4,2389,1000,3
11978,3.6,72,200,1
11979,4.2,217,1500,0
11980,3.8,273,900,1
11981,4.1,402,1200,0
11982,2.3,298,450,1
11983,3.7,52,450,1
11984,4.1,506,600,1
11985,3.1,97,450,1
11986,3.7,434,400,1
11987,3.9,64,300,1
11988,3.8,74,750,1
11989,3.8,127,400,1
11990,3.8,258,600,1
11991,4.0,758,250,1
11992,4.1,991,600,1
11993,4.5,2071,1200,3
11994,4.0,611,800,1
11995,2.7,73,600,1
11996,3.8,83,400,1
11997,3.9,522,500,1
11998,4.0,870,500,1
11999,3.5,304,400,1
12000,3.8,88,600,1
12001,4.1,256,750,1
12002,3.7,141,500,1
12003,4.4,2867,600,3
12004,3.8,123,400,1
12005,3.9,597,1200,0
12006,2.8,189,400,1
12007,3.8,283,400,1
12008,3.6,485,700,1
12009,4.2,163,300,1
12010,3.8,231,600,1
12011,3.9,143,1000,1
12012,3.5,125,550,1
12013,4.3,162,800,1
12014,4.1,445,400,1
12015,3.7,61,350,1
12016,3.6,71,350,1
12017,4.9,2217,1500,3
12018,4.1,306,600,1
12019,4.1,67,1000,1
12020,3.7,455,400,1
12021,3.9,121,400,1
12022,3.9,85,400,1
12023,2.5,547,450,1
12024,4.1,1326,800,0
12025,3.8,178,800,1
12026,3.9,202,500,1
12027,4.5,1888,1200,3
12028,3.0,137,650,1
12029,3.6,165,500,1
12030,3.7,291,750,1
12031,3.9,161,900,1
12032,3.6,59,300,1
12033,3.5,74,600,1
12034,3.8,1168,600,1
12035,4.3,791,1000,0
12036,4.0,795,900,0
12037,4.1,724,300,1
12038,3.8,57,700,1
12039,3.9,71,1000,1
12040,3.7,113,800,1
12041,3.8,48,300,1
12042,3.7,109,900,1
12043,3.9,220,250,1
12044,3.9,475,600,1
12045,2.8,289,250,1
12046,4.1,221,1000,1
12047,3.8,117,600,1
12048,4.1,152,600,1
12049,3.9,450,550,1
12050,3.9,535,900,1
12051,2.8,53,600,1
12052,4.5,3156,1500,3
12053,2.8,79,300,1
12054,4.0,404,800,1
12055,3.9,95,350,1
12056,4.0,684,250,1
12057,3.0,61,650,1
12058,4.1,37,500,1
12059,4.0,314,800,1
12060,4.4,3673,1400,3
12061,2.9,361,450,1
12062,3.7,99,700,1
12063,3.9,823,750,1
12064,4.1,293,600,1
12065,4.1,1003,700,1
12066,4.0,211,400,1
12067,3.9,49,400,1
12068,3.8,31,400,1
12069,4.0,201,800,1
12070,3.9,226,450,1
12071,4.5,3467,1300,3
12072,3.6,82,400,1
12073,3.9,224,800,1
12074,4.0,529,350,1
12075,3.9,484,700,1
12076,4.2,2620,1300,3
12077,4.1,845,700,1
12078,3.6,119,550,1
12079,3.7,502,500,1
12080,4.0,1110,500,1
12081,4.0,195,500,1
12082,4.4,1853,1100,3
12083,4.4,384,300,1
12084,3.1,248,500,1
12085,4.0,494,800,1
12086,2.6,54,600,1
12087,4.1,672,900,1
12088,4.3,519,2500,0
12089,3.4,433,500,1
12090,3.8,110,400,1
12091,4.2,767,1700,0
12092,3.8,34,350,1
12093,3.8,215,700,1
12094,3.7,95,150,1
12095,4.2,185,300,1
12096,4.0,1862,600,3
12097,3.7,175,400,1
12098,4.0,1513,900,0
12099,3.7,57,400,1
12100,3.8,103,400,1
12101,2.1,253,500,1
12102,3.8,211,600,1
12103,4.3,169,450,1
12104,3.5,283,350,1
12105,4.3,2303,800,3
12106,3.8,1161,650,1
12107,4.3,2246,1100,3
12108,4.1,183,150,1
12109,3.7,107,500,1
12110,3.8,89,300,1
12111,3.8,196,500,1
12112,4.1,76,450,1
12113,3.8,254,600,1
12114,3.4,212,800,1
12115,3.1,40,400,1
12116,3.6,132,600,1
12117,3.7,46,600,1
12118,3.1,120,500,1
12119,3.3,334,400,1
12120,3.7,67,300,1
12121,3.8,47,600,1
12122,3.6,243,800,1
12123,4.0,177,300,1
12124,4.1,601,1100,0
12125,3.7,47,200,1
12126,3.7,1014,1300,0
12127,3.8,38,500,1
12128,4.5,3909,1000,3
12129,4.1,1697,1200,3
12130,4.8,4441,1000,3
12131,3.7,47,800,1
12132,3.1,140,600,1
12133,3.5,34,650,1
12134,4.0,2155,1000,3
12135,4.0,1758,1600,3
12136,3.8,4648,2000,3
12137,3.9,1389,1400,0
12138,4.7,14694,900,2
12139,4.2,218,600,1
12140,4.3,1901,400,3
12141,4.5,3842,800,3
12142,4.1,2731,1300,3
12143,4.2,1531,600,0
12144,3.1,247,200,1
12145,4.5,684,1400,0
12146,4.1,1225,400,1
12147,4.1,439,500,1
12148,4.3,995,350,1
12149,3.8,321,800,1
12150,4.5,548,900,1
12151,4.1,2448,700,3
12152,4.3,450,400,1
12153,4.2,676,650,1
12154,4.1,43,150,1
12155,4.1,450,650,1
12156,4.5,324,1200,0
12157,4.4,316,300,1
12158,4.5,940,200,1
12159,4.3,236,350,1
12160,3.1,117,200,1
12161,3.9,154,200,1
12162,3.9,164,400,1
12163,3.8,289,500,1
12164,3.7,73,250,1
12165,4.0,98,200,1
12166,3.8,62,150,1
12167,2.7,56,500,1
12168,3.6,72,250,1
12169,4.0,203,350,1
12170,3.6,51,150,1
12171,4.0,115,1000,1
12172,3.4,46,1100,1
12173,4.0,128,200,1
12174,3.6,54,400,1
12175,3.7,126,500,1
12176,3.1,53,600,1
12177,3.9,64,550,1
12178,3.6,61,500,1
12179,4.0,40,300,1
12180,3.8,35,200,1
12181,3.8,38,400,1
12182,3.6,34,650,1
12183,4.0,157,300,1
12184,3.4,9,800,1
12185,4.0,65,350,1
12186,2.7,61,500,1
12187,3.4,257,250,1
12188,4.0,344,900,1
12189,4.0,87,200,1
12190,4.0,152,350,1
12191,4.0,138,800,1
12192,4.0,126,900,1
12193,3.9,48,400,1
12194,3.9,145,500,1
12195,3.8,172,550,1
12196,4.0,281,1500,0
12197,4.2,414,700,1
12198,4.3,169,450,1
12199,3.7,52,450,1
12200,4.3,552,2000,0
12201,4.7,262,350,1
12202,4.2,2620,1300,3
12203,4.2,1531,600,0
12204,4.4,361,500,1
12205,4.4,168,600,1
12206,4.1,1850,600,3
12207,4.5,833,400,1
12208,4.5,2613,500,3
12209,4.2,494,800,1
12210,4.1,601,1100,0
12211,4.6,1026,550,1
12212,4.0,152,1100,1
12213,4.3,450,400,1
12214,4.6,277,400,1
12215,4.2,1077,400,1
12216,4.1,61,450,1
12217,4.1,314,650,1
12218,4.5,342,300,1
12219,4.3,1901,400,3
12220,4.4,491,500,1
12221,4.2,1702,650,3
12222,4.5,940,200,1
12223,4.2,195,400,1
12224,4.2,600,900,1
12225,4.1,241,400,1
12226,4.0,70,400,1
12227,4.3,67,250,1
12228,4.8,187,400,1
12229,4.1,138,1200,0
12230,4.2,340,500,1
12231,4.2,178,350,1
12232,3.9,140,200,1
12233,4.1,77,250,1
12234,4.0,231,500,1
12235,4.4,102,700,1
12236,3.9,128,200,1
12237,3.8,123,400,1
12238,4.0,186,500,1
12239,4.2,448,300,1
12240,3.9,79,800,1
12241,4.0,100,150,1
12242,4.0,152,350,1
12243,4.0,210,200,1
12244,3.9,43,200,1
12245,3.8,289,500,1
12246,3.8,75,200,1
12247,3.5,98,400,1
12248,3.7,73,250,1
12249,4.2,53,400,1
12250,4.1,37,500,1
12251,3.8,63,600,1
12252,4.2,703,450,1
12253,4.1,511,500,1
12254,3.8,62,150,1
12255,3.9,110,200,1
12256,4.4,149,350,1
12257,3.5,33,250,1
12258,4.0,275,500,1
12259,4.0,128,200,1
12260,4.0,40,300,1
12261,3.8,38,400,1
12262,4.0,157,300,1
12263,3.7,49,400,1
12264,4.0,76,500,1
12265,3.8,433,800,1
12266,4.0,206,200,1
12267,4.1,41,400,1
12268,3.9,48,400,1
12269,4.0,87,200,1
12270,3.7,92,350,1
12271,2.7,56,500,1
12272,3.6,51,150,1
12273,3.8,34,350,1
12274,4.4,2395,1000,3
12275,4.3,216,1200,0
12276,4.8,460,2100,0
12277,4.6,7120,600,2
12278,4.5,7854,1800,2
12279,4.4,9080,600,2
12280,4.6,886,1400,0
12281,4.5,1228,1200,0
12282,4.4,1224,800,0
12283,4.4,4079,1200,3
12284,4.2,1741,1400,3
12285,4.5,256,1300,0
12286,4.2,1175,1300,0
12287,4.1,314,600,1
12288,4.4,1808,1000,3
12289,4.3,164,800,1
12290,4.3,294,850,1
12291,3.9,1160,650,1
12292,4.2,1624,1500,0
12293,4.1,258,750,1
12294,4.1,807,800,1
12295,4.4,466,800,1
12296,4.2,767,1700,0
12297,3.8,75,750,1
12298,3.9,144,1000,1
12299,4.2,169,700,1
12300,3.7,291,750,1
12301,4.1,65,700,1
12302,4.0,281,1500,0
12303,3.7,483,800,1
12304,3.9,597,1200,0
12305,4.1,100,600,1
12306,4.0,1209,650,1
12307,3.9,105,1500,0
12308,3.6,76,650,1
12309,3.9,523,500,1
12310,2.5,547,450,1
12311,3.8,169,1300,0
12312,4.1,221,1000,1
12313,3.9,220,250,1
12314,2.8,289,250,1
12315,2.7,47,800,1
12316,3.7,52,450,1
12317,4.1,502,600,1
12318,4.3,342,450,1
12319,3.0,290,400,1
12320,4.0,198,500,1
12321,3.9,49,400,1
12322,4.0,211,400,1
12323,3.7,434,400,1
12324,2.7,53,600,1
12325,3.9,241,600,1
12326,3.9,151,400,1
12327,4.7,10503,1400,2
12328,4.7,14704,900,2
12329,4.3,559,2000,0
12330,4.6,4689,1500,3
12331,4.4,1562,2000,0
12332,4.5,3912,1000,3
12333,4.4,2355,1100,3
12334,4.5,3161,1500,3
12335,4.2,1750,1200,3
12336,4.6,2579,1300,3
12337,4.2,2368,1400,3
12338,4.2,147,900,1
12339,4.5,3467,1300,3
12340,4.6,6371,1600,2
12341,4.5,3950,1600,3
12342,4.4,1557,700,0
12343,4.7,3214,750,3
12344,4.5,3843,800,3
12345,4.7,4441,1000,3
12346,4.4,374,1000,1
12347,4.9,2227,1500,3
12348,4.7,3625,1600,3
12349,4.7,4857,1500,3
12350,4.3,114,1500,0
12351,4.5,1888,1200,3
12352,4.6,4986,1800,3
12353,4.4,7232,600,2
12354,4.1,2732,1300,3
12355,4.3,3458,600,3
12356,4.4,460,1500,0
12357,4.5,1991,1400,3
12358,4.2,2620,1300,3
12359,4.1,786,1500,0
12360,4.0,2158,1000,3
12361,4.1,1250,600,1
12362,4.5,718,1500,0
12363,4.3,2571,1200,3
12364,4.3,2304,800,3
12365,4.4,362,500,1
12366,4.5,569,1000,0
12367,4.3,549,1000,0
12368,4.4,3674,1400,3
12369,4.0,74,400,1
12370,4.4,174,600,1
12371,4.5,685,1400,0
12372,4.3,1550,1200,0
12373,4.2,1367,1400,0
12374,4.3,2871,600,3
12375,4.4,520,2500,0
12376,3.8,1161,650,1
12377,3.7,4650,2000,3
12378,4.4,1854,1100,3
12379,4.4,679,1500,0
12380,4.1,1853,600,3
12381,4.3,1805,900,3
12382,4.1,6937,750,2
12383,4.5,733,1200,0
12384,4.1,3006,1000,3
12385,4.1,439,500,1
12386,4.2,2714,1000,3
12387,4.1,1794,1000,3
12388,4.4,949,900,0
12389,4.0,576,600,1
12390,4.1,1697,1200,3
12391,4.4,386,1500,0
12392,4.2,494,800,1
12393,4.2,534,600,1
12394,4.1,1788,1200,3
12395,4.3,1470,800,0
12396,4.3,340,800,1
12397,4.5,208,800,1
12398,4.5,548,900,1
12399,4.4,192,1000,1
12400,4.2,822,1000,0
12401,4.1,1567,750,0
12402,4.1,2449,700,3
12403,4.3,1593,550,3
12404,4.1,601,1100,0
12405,4.6,1027,550,1
12406,4.1,675,900,1
12407,4.3,2248,1100,3
12408,4.1,845,700,1
12409,4.0,960,500,1
12410,4.0,151,1100,1
12411,4.1,1959,650,3
12412,4.2,676,650,1
12413,4.2,872,600,1
12414,4.0,1863,600,3
12415,4.1,759,1200,0
12416,4.1,222,600,1
12417,4.2,818,800,1
12418,4.0,1409,1000,0
12419,3.9,660,500,1
12420,4.1,778,700,1
12421,4.1,450,650,1
12422,4.1,1117,750,0
12423,4.4,325,1200,0
12424,3.8,178,800,1
12425,4.0,782,800,1
12426,4.0,859,850,0
12427,4.2,1063,800,0
12428,3.9,149,1000,1
12429,4.1,85,700,1
12430,4.2,344,700,1
12431,4.0,1512,900,0
12432,3.1,910,600,1
12433,4.0,457,650,1
12434,4.1,306,600,1
12435,3.7,259,750,1
12436,4.1,402,1200,0
12437,4.0,314,800,1
12438,4.1,992,600,1
12439,4.0,797,900,0
12440,4.2,1703,650,3
12441,4.1,1236,1500,0
12442,4.1,893,800,1
12443,4.4,345,1000,1
12444,3.9,375,750,1
12445,3.9,283,1000,1
12446,4.2,294,800,1
12447,3.8,473,500,1
12448,3.9,1142,500,1
12449,3.8,66,800,1
12450,4.2,224,200,1
12451,4.0,1389,1100,0
12452,3.9,455,1000,1
12453,4.0,515,750,1
12454,4.1,141,1200,0
12455,3.5,888,650,1
12456,3.6,73,700,1
12457,3.9,475,600,1
12458,4.2,270,1400,0
12459,3.9,1389,1400,0
12460,3.9,484,700,1
12461,3.9,589,1300,0
12462,3.9,823,750,1
12463,4.0,107,500,1
12464,4.2,117,800,1
12465,4.1,1003,700,1
12466,4.1,172,650,1
12467,4.4,102,700,1
12468,3.7,130,1200,0
12469,4.1,61,600,1
12470,4.0,781,750,1
12471,3.8,267,650,1
12472,3.8,674,1700,0
12473,4.1,354,2000,0
12474,3.9,453,600,1
12475,4.4,480,450,1
12476,4.1,183,150,1
12477,4.0,293,250,1
12478,4.3,105,1000,1
12479,2.8,152,700,1
12480,4.0,152,350,1
12481,4.0,236,800,1
12482,3.7,107,500,1
12483,3.8,38,900,1
12484,4.0,293,250,1
12485,4.2,325,800,1
12486,3.8,172,550,1
12487,3.8,94,600,1
12488,3.9,331,600,1
12489,3.6,165,500,1
12490,4.0,201,800,1
12491,4.1,67,1000,1
12492,3.8,38,500,1
12493,3.7,1014,1300,0
12494,3.7,73,250,1
12495,4.1,93,600,1
12496,3.6,242,1000,1
12497,3.5,74,600,1
12498,3.8,222,600,1
12499,3.9,394,750,1
12500,4.1,505,600,1
12501,3.7,382,600,1
12502,4.0,57,500,1
12503,3.8,47,600,1
12504,3.1,120,500,1
12505,2.7,249,400,1
12506,4.3,135,800,1
12507,3.8,149,600,1
12508,3.5,32,1000,1
12509,3.5,34,250,1
12510,4.1,237,500,1
12511,4.0,275,500,1
12512,3.6,243,800,1
12513,3.8,57,700,1
12514,2.8,227,450,1
12515,3.7,47,800,1
12516,3.8,215,700,1
12517,3.4,34,650,1
12518,3.9,626,600,1
12519,3.6,54,400,1
12520,3.8,152,1500,0
12521,3.7,46,600,1
12522,3.8,40,500,1
12523,4.0,138,800,1
12524,2.7,61,500,1
12525,3.4,356,350,1
12526,3.6,207,500,1
12527,3.7,111,900,1
12528,4.2,414,700,1
12529,3.8,214,700,1
12530,3.9,326,500,1
12531,3.7,708,750,1
12532,3.7,81,1200,0
12533,3.8,230,600,1
12534,4.1,1962,600,3
12535,4.3,3618,400,3
12536,4.2,1531,600,0
12537,4.2,93,400,1
12538,4.5,2617,500,3
12539,4.1,1227,400,1
12540,4.2,972,200,1
12541,4.3,995,350,1
12542,3.8,53,350,1
12543,3.9,45,550,1
12544,4.3,221,300,1
12545,4.2,532,450,1
12546,4.3,654,250,1
12547,4.0,61,400,1
12548,4.2,190,300,1
12549,4.2,557,400,1
12550,4.2,52,200,1
12551,3.7,468,200,1
12552,4.3,279,450,1
12553,4.0,138,250,1
12554,4.3,169,500,1
12555,4.3,246,600,1
12556,4.1,271,500,1
12557,4.1,209,200,1
12558,4.2,195,400,1
12559,3.7,219,600,1
12560,3.8,76,500,1
12561,3.8,476,450,1
12562,4.4,384,300,1
12563,3.8,94,250,1
12564,3.9,34,300,1
12565,4.0,684,250,1
12566,3.9,140,200,1
12567,4.2,100,900,1
12568,3.3,911,250,1
12569,4.0,76,300,1
12570,3.8,45,400,1
12571,3.9,1047,600,1
12572,3.8,295,500,1
12573,4.0,462,500,1
12574,3.9,121,400,1
12575,4.2,166,300,1
12576,3.5,323,500,1
12577,3.9,213,400,1
12578,3.9,501,300,1
12579,3.1,117,200,1
12580,3.9,97,500,1
12581,3.9,154,200,1
12582,3.9,85,400,1
12583,4.0,76,300,1
12584,3.8,41,200,1
12585,3.8,289,500,1
12586,3.9,96,350,1
12587,3.8,108,400,1
12588,3.6,95,300,1
12589,3.8,48,300,1
12590,4.0,98,200,1
12591,3.8,140,200,1
12592,3.6,75,600,1
12593,4.1,321,600,1
12594,2.8,137,500,1
12595,4.1,152,600,1
12596,3.9,150,500,1
12597,3.9,64,300,1
12598,3.5,70,200,1
12599,3.7,73,250,1
12600,3.6,36,400,1
12601,3.6,97,300,1
12602,3.3,395,400,1
12603,2.6,153,300,1
12604,3.9,554,600,1
12605,3.9,188,400,1
12606,4.0,203,350,1
12607,2.8,64,300,1
12608,3.8,89,300,1
12609,3.6,90,500,1
12610,3.6,68,550,1
12611,3.8,82,200,1
12612,3.7,95,150,1
12613,4.1,76,450,1
12614,3.6,47,300,1
12615,2.9,53,300,1
12616,3.6,82,400,1
12617,4.0,270,450,1
12618,3.8,64,550,1
12619,4.0,126,300,1
12620,3.6,72,200,1
12621,3.8,56,400,1
12622,4.0,65,350,1
12623,3.8,132,300,1
12624,4.1,205,250,1
12625,3.8,103,400,1
12626,3.4,257,250,1
12627,3.7,34,200,1
12628,3.8,433,800,1
12629,3.1,53,100,1
12630,4.3,411,1200,0
12631,4.6,650,850,1
12632,4.5,811,800,1
12633,4.7,798,1200,0
12634,4.0,1768,1600,3
12635,4.2,469,3000,0
12636,4.3,793,1000,0
12637,4.6,1590,750,0
12638,4.5,229,1200,0
12639,4.1,1377,1200,0
12640,4.5,1879,900,3
12641,4.3,2035,1700,3
12642,4.4,243,1250,0
12643,4.3,1104,700,1
12644,4.3,127,800,1
12645,3.8,321,800,1
12646,4.2,1542,800,0
